key;date;y
8507;01Aug2013;3927,468185
8507;01Sep2013;336,6971892
8507;01Oct2013;1166,670208
8507;01Nov2013;650,9167393
8507;01Dec2013;4969,810279
8507;01Jan2014;988,9736345
8507;01Feb2014;1272,854745
8507;01Mar2014;2826,616244
8507;01Apr2014;3764,940832
8507;01May2014;1541,566636
8507;01Jun2014;3422,549874
8507;01Jul2014;3165,437974
8507;01Aug2014;810,8096624
8507;01Sep2014;1251,014468
8507;01Oct2014;1393,103741
8507;01Nov2014;1332,214409
8507;01Dec2014;6192,823302
8507;01Jan2015;677,9408953
8507;01Feb2015;2613,354862
8507;01Mar2015;4006,331131
8507;01Apr2015;3642,142387
8507;01May2015;2987,69891
8507;01Jun2015;2632,64569
8507;01Jul2015;5331,449574
8507;01Aug2015;572,818628
8507;01Sep2015;4235,65404
8507;01Oct2015;1155,707578
8507;01Nov2015;1980,411736
8507;01Dec2015;6418,916909
8507;01Jan2016;
8507;01Feb2016;738,3203382
8507;01Mar2016;4694,554803
8507;01Apr2016;3798,636045
8507;01May2016;2980,432981
8507;01Jun2016;904,3638063
8507;01Jul2016;6061,739149
8507;01Aug2016;3621,385625
8507;01Sep2016;2304,542268
8507;01Oct2016;4734,485543
8507;01Nov2016;1797,414434
8507;01Dec2016;10000
8507;01Jan2017;486,6791306
8507;01Feb2017;3530,508403
8507;01Mar2017;2428,190529
8507;01Apr2017;3150,0563
8507;01May2017;3888,705942
8507;01Jun2017;3630,733604
8507;01Jul2017;7730,03463
8507;01Aug2017;2863,774459
8507;01Sep2017;3759,958784
8507;01Oct2017;1222,779324
8507;01Nov2017;2522,998152
8507;01Dec2017;7649,248975
8507;01Jan2018;601,5105483
8507;01Feb2018;3223,777858
8507;01Mar2018;1878,040749
8507;01Apr2018;4729,067964
8507;01May2018;5466,602222
8507;01Jun2018;2225,562472
8992;01Jan2012;1793,695675
8992;01Feb2012;2824,798408
8992;01Mar2012;4858,938109
8992;01Apr2012;4582,678815
8992;01May2012;4041,679757
